,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist,explicit,name,playlist,popularity,position,preview_url,combined_name,lyrics
05tozcWTaADJf234UOMFW6,0.000757,https://api.spotify.com/v1/audio-analysis/05tozcWTaADJf234UOMFW6,0.492,201877,0.992,05tozcWTaADJf234UOMFW6,0,11,0.0907,-2.042,0,0.209,140.023,4,https://api.spotify.com/v1/tracks/05tozcWTaADJf234UOMFW6,audio_features,spotify:track:05tozcWTaADJf234UOMFW6,0.133,Thy Art Is Murder,False,No Absolution,Top Tracks in Metal,39,11,https://p.scdn.co/mp3-preview/df9ce9cb72f093126e3769305b1db97e085f39db?cid=774b29d4f13844c495f206cafdad9c86,Thy Art Is Murder No Absolution,"[Chorus]
Cast out, from the pits of hell
No fire of redemption
Circle of pain, you know that fear is the poison inside you

[Verse 1]
Arteries lead their way from the machine
It's toxic fumes drown the youth, it chained them up to television screens
Quiet streets, hollow hearts, empty eyes
Cruel fate wasting away, try to salvage the guilt

[Pre-Hook]
Pave your highways with gold, build your palaces and empires with the lives that you stole
Crush their homes under foot into the mud
And float away alone in a sea of their blood

[Hook]
There's no remorse, no absolution!
No remorse! No absolution!
See them starve, let them drown, watch them die
See them starve, let them drown, watch them die

[Verse 2]
The pressure binds your skin to fate, echo the throes of destruction
Eclipsing hope, the crooked truth
All you’ll have left is the nothing you made
Oh! Holy one, come down from your mountain
Witness the torture and torment
Broken bodies burdened with terror
Weakened from the tremors

[Chorus]
Cast out, from the pits of hell
No fire of redemption
Circle of pain, you know that fear is the poison inside you

[Bridge]
Under the safety of darkness, return to the cliffs
Watch the embers extinguish
Rip out your hellish heart
Beg for forgiveness!

[Breakdown x2]
Close your eyes and let the silence engulf you
Rip out your hellish heart
Beg for forgiveness

[Chorus]
Circle of pain, you know that fear is the poison inside you

[Outro]
There's no remorse
There's no remorse
No absolution"
1Xq15XBi9W37NihxAafwrC,0.0011,https://api.spotify.com/v1/audio-analysis/1Xq15XBi9W37NihxAafwrC,0.478,295763,0.926,1Xq15XBi9W37NihxAafwrC,0,6,0.447,-4.728,0,0.0753,92.994,4,https://api.spotify.com/v1/tracks/1Xq15XBi9W37NihxAafwrC,audio_features,spotify:track:1Xq15XBi9W37NihxAafwrC,0.312,While She Sleeps,True,Silence Speaks,Top Tracks in Metal,30,12,,While She Sleeps Silence Speaks,"[Chorus: Lawrence Taylor]
Where is your heart?
Can we beat this if we all
Tear the borders, break the walls
Together as one?
The cruel hand of a faithless destiny that never sleeps
The guiltless restraints assured by deceit
(Are we free?)
Are we all alone?

[Verse 1: Lawrence Taylor]
If you’re gonna accuse me
Of pouring too much salt in the wound
We have just proved that
They can pollute our heads with the news
They will manipulate the masses again
If you’re gonna accuse me of telling you what you already knew
It’s the same song sung with a different truth
And all of us forget it cause our head’s inside the noose
They will manipulate the masses again
Yeah, yeah, yeah we won’t forget it
You better pray for absolution
You can change but you can’t deny
The new wave in a terror nation
(Why do we ignore the warning signs?)
Board it up, the borders are shut
The blood of the innocent is under the rug
White lies in a world corrupt
(Are we too blind to see through honest eyes?)
War will cease when we refuse to fight

[Chorus: Lawrence Taylor]
Where is your heart?
Can we beat this if we all
Tear the borders, break the walls
Together as one?
The cruel hand of a faithless destiny that never sleeps
The guiltless restraints assured by deceit
(Are we free?)
Are we all alone?
Are we all alone?

[Verse 2: Lawrence Taylor]
Hope widows, shattered windows
Restriction without effect
Dead lines in silhouettes
(Why do we ignore the warning signs?)
Cold calls to derelict homes
Needles at the side of the road
Wires and liars like thorns that won’t let go
(Are we too blind to see through honest eyes?)
War will cease when we refuse to fight
Tell me where is your heart?

[Verse 3: Oli Sykes]
I think the silence speaks volumes
Now we march to our own drums
They’re only singing what they want to be sung
Hate’s become the new anthem
How could you? When did our veins run numb?
We treat our species like a fucking flood
Hate’s becoming our new anthem

[Bridge: Lawrence Taylor]
The longer I live, I learn that we don’t belong
We’ve taken more than we can give
And you’d do better on your own
The longer I live, I learn that we don’t belong
We’ve taken more than we can give
And you’d do better, better on your own
Are we all alone?

[Outro: Lawrence Taylor]
Tear the borders, break the walls
Take us back to when we’re all together as one
Taught to love, born to live and let go
Tear the borders, break the walls
Take us back to when we’re all together as one
Taught to love, born to live and let go"
5PCKCffFrcyUvnhxJoPlK2,0.000121,https://api.spotify.com/v1/audio-analysis/5PCKCffFrcyUvnhxJoPlK2,0.498,213000,0.946,5PCKCffFrcyUvnhxJoPlK2,2.56e-05,2,0.359,-4.793,1,0.0602,106.275,4,https://api.spotify.com/v1/tracks/5PCKCffFrcyUvnhxJoPlK2,audio_features,spotify:track:5PCKCffFrcyUvnhxJoPlK2,0.31,Korn,True,Rotting In Vain,Top Tracks in Metal,52,13,https://p.scdn.co/mp3-preview/2665d2d4f4368098071dc78a5e0941f4274fd282?cid=774b29d4f13844c495f206cafdad9c86,Korn Rotting In Vain,"[Verse 1: Jonathan Davis]
I wouldn't be angry if you'd just fucking cry
Your tears would arouse me, refreshing my supply
The suffering is fading, I scream into the sky
Repulsion invades me, I say goodbye

[Chorus: Jonathan Davis]
Digging deep inside of me
Getting past this agony
I can't seem to get away
Another day rotting in vain

[Verse 2: Jonathan Davis]
I wouldn't be angry if things would stay the same
You're fighting the torment that helps me feed my pain
The suffering is fading, I scream into the sky
Repulsion invades me, I say goodbye

[Chorus: Jonathan Davis]
Digging deep inside of me
Getting past this agony
I can't seem to get away
Another day rotting in...

[Bridge: Jonathan Davis]
I can't hear this (scat singing)
I can't fuck it (scat singing)
I can't take this (scat singing)
I hate (scat singing)

[Chorus: Jonathan Davis]
Digging deep inside of me
Getting past this agony
I can't seem to get away
Another day rotting in...
Digging deep inside of me
Getting past this agony
I can't seem to get away
Another day rotting in vain"
5862zgaxKAei2fpZLQe4SN,4.99e-06,https://api.spotify.com/v1/audio-analysis/5862zgaxKAei2fpZLQe4SN,0.29,254000,0.991,5862zgaxKAei2fpZLQe4SN,0.163,1,0.134,-3.443,1,0.116,135.904,4,https://api.spotify.com/v1/tracks/5862zgaxKAei2fpZLQe4SN,audio_features,spotify:track:5862zgaxKAei2fpZLQe4SN,0.209,Testament,False,Brotherhood of the Snake,Top Tracks in Metal,33,14,,Testament Brotherhood of the Snake,"Coiled forever in the darkness below
They await for the right time to strike
Defending the truth and protecting the lies
Reptilian, shedding their skin
They gather in masses, encrypting the stars
To breed slaves sworn to war

The thrashing and bashing and blistering burns
Death brought forth to the world

[Chorus]
Serpent's eyes
Always watching you
Without a trace
The covenant of the snake
Succumbing unto your fate
They've been watching you
Through shape-shift eyes
In sumerian disguise
By the gods who decree our faith
By the gods who decree our faith

De-luvium religions of monarchs and gods
The hideous hydra takes shape
The bloodline descendants of its original form
The dragon of Egypt awakes
They've taken the tablets and hidden the scrolls
To deceive the ones they protect
The truth of creation, mutation of man
Entombed in the Vatican walls

[Chorus]
Serpent's eyes
Always watching you
Without a trace
The covenant of the snake
Succumbing unto your fate
They've been watching you
Through shape-shift eyes
In sumerian disguise
By the gods who decree our faith

By the gods who decree our fate
By the gods who decree our fate
By the gods who decree our fate

Now
We are the ones who dominate (who dominate)
Five thousand years silent control (silent control)
Societies to subjugate (to subjugate)
Eternity complete control (complete control)
The brotherhood of the snake (of the snake)
And they will always assume control"
3KWW3wKaQviTplvq6cFYFR,0.00532,https://api.spotify.com/v1/audio-analysis/3KWW3wKaQviTplvq6cFYFR,0.408,272666,0.953,3KWW3wKaQviTplvq6cFYFR,0,7,0.338,-3.883,1,0.226,177.94,4,https://api.spotify.com/v1/tracks/3KWW3wKaQviTplvq6cFYFR,audio_features,spotify:track:3KWW3wKaQviTplvq6cFYFR,0.291,Machine Head,False,Is There Anybody out There?,Top Tracks in Metal,46,15,,Machine Head Is There Anybody out There?,"Is there anybody out there?
Is there anybody out there?
Is there anybody out there?
Is there anybody out there?

Come on
Come on
Come on
Is there anybody there?
Come on
Here's a little something

I was born as a bastard, no father, no master
A shadow in silence left searching for answers
Put up for adoption and left with no option
Another kid fostered to fester, forgotten
Take a look into these desperate eyes
As they’re cast into the wretched hive
But I ain’t going down alone

Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe

Come on
Come on
Come on
Is there anybody there?
Come on
Come on
Lemme say this

Now I stand as a father, to men with no honor
Ashamed of the racists I used to call brothers
'Cause no flag can mean bravery
When bloodied by slavery
The rebel, a devil, disguised as a savior
And the sickening feeling in the air
Is the fear to speak that no one dares
So will I stand here all alone?

Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe

Live my life like I’ll die tonight
Dream like I’ll live forever
Live my life like I’ll die tonight
Dream like I’ll live forever

(Is there anybody out there?)
I have roared at the world for years
(Is there anybody out there?)
Doesn’t anybody hear me?
(Is there anybody out there?)
This burden suffered, I’ve paid the cost
(Is there anybody out there?)
Not all who wander are lost

Is there anybody
Is there anybody
Is there anybody

Is there anybody out there?
Anybody listening to me?
Is anybody else scared?
The paranoia drops me to my knees
Does anybody feel lonely?
Disconnected from the things I see
Is there anybody out there?
Anybody out there just like me?
I’m choking on these words and I can’t breathe

Come on
Come on
Come on
Is there anybody there?
Come on
Come on
Is there anybody
Is there anybody
Is there anybody out there?"
2E9BjkVN7rX8bXdhCGl7eh,0.00231,https://api.spotify.com/v1/audio-analysis/2E9BjkVN7rX8bXdhCGl7eh,0.344,342627,0.97,2E9BjkVN7rX8bXdhCGl7eh,0.0791,8,0.0695,-6.026,1,0.144,175.08,4,https://api.spotify.com/v1/tracks/2E9BjkVN7rX8bXdhCGl7eh,audio_features,spotify:track:2E9BjkVN7rX8bXdhCGl7eh,0.282,Havok,False,Intention to Deceive,Top Tracks in Metal,32,16,https://p.scdn.co/mp3-preview/bea02f28a81bae8094966ea84b40d3d0e3455010?cid=774b29d4f13844c495f206cafdad9c86,Havok Intention to Deceive,"I'll tell you what you need to hear
I'll show you what I want you to see
Incapacitating you with fear
Repeat the lies until you agree
Never mind what the facts are
I made a story that needs to sell
Journalism is an afterthought
Keep you stupid, so you will not rebel

Opposing independent thought
With the intention to deceive
Misinformation is the plot
With the intention to deceive

[Guitar solo]

Your mind was an open book
Until I told you what to think
I'm gonna fill it to the brim
With lies so your mind shrinks
Submit to my train of thought
And I'll take you for a silly ride
Fit your mind into my mold
Constructed to misguide

Opposing independent thought
With the intention to deceive
Misinformation is the plot
With the intention to deceive
Force feeding lies
Open your eyes

The formula: hysteria
Followed by amnesia, gullibility, and phobia
The formula: hysteria
Followed by amnesia, gullibility, and phobia

[Guitar solo]

I'll tell you what you need to hear
I'll show you what I want you to see
To make you paralyzed with fear
While I let you think your mind is free
Never mind what the facts are
I made a story that needs to sell
Journalism is an afterthought
Keep you stupid, so you will not rebel

Opposing independent thought
With the intention to deceive
Misinformation is the plot
With the intention to deceive
Force feeding lies
Open your eyes"
3U0aq7JHc2u3XUX3MWVPjP,0.00029,https://api.spotify.com/v1/audio-analysis/3U0aq7JHc2u3XUX3MWVPjP,0.424,271560,0.992,3U0aq7JHc2u3XUX3MWVPjP,2.13e-05,5,0.322,-2.976,0,0.19,145.144,4,https://api.spotify.com/v1/tracks/3U0aq7JHc2u3XUX3MWVPjP,audio_features,spotify:track:3U0aq7JHc2u3XUX3MWVPjP,0.0896,Within The Ruins,True,Beautiful Agony,Top Tracks in Metal,34,17,https://p.scdn.co/mp3-preview/3ae703a428ad9b3b2cbbdc0960b2bf0141c4662e?cid=774b29d4f13844c495f206cafdad9c86,Within The Ruins Beautiful Agony,"It all started with an embrace
While ill intents were put into place
Tongues intertwined, so neither dare to speak
Boiling beneath restless skin
Nerves begin to tingle, and hearts syncopate to the beat of the drum

Covetous hands cradle the flesh
Destroying the fragile, destroying the weak
Accepting the beautiful, the beautiful in agony

This is a display of true power
This is to the ecstasy riddled submissive

It all started with an embrace
While ill intents were put into place
It all started with an embrace
Now staring eyes drift into space

A seductive spell cast unto the most deviant at heart
A forceful caress causes skin to shiver
These four walls ashamed by what they've seen
But they do not have a choice, and hearts syncopate to the beat of the drum

Covetous hands cradle the flesh
Destroying the fragile, destroying the weak
Accepting the beautiful, the beautiful in agony

This is a display of true power
This is to the ecstasy riddled submissive
Do it!

It all started with an embrace
While ill intents were put into place
It all started with an embrace now staring eyes drift into space

Oh my god!
Paralyzed. (x3)

This is true power
This is true ecstasy

Oh my god!
Paralyzed. (x3)"
66OsFOW2GHEnmGGbMpvB66,0.000363,https://api.spotify.com/v1/audio-analysis/66OsFOW2GHEnmGGbMpvB66,0.454,512025,0.945,66OsFOW2GHEnmGGbMpvB66,0.323,9,0.108,-6.925,0,0.0975,134.945,4,https://api.spotify.com/v1/tracks/66OsFOW2GHEnmGGbMpvB66,audio_features,spotify:track:66OsFOW2GHEnmGGbMpvB66,0.215,Avenged Sevenfold,False,The Stage,Top Tracks in Metal,2,18,,Avenged Sevenfold The Stage,"[Verse 1]
So I arrived, naked and cold
A welcomed change from the abeyance of a ghost town catacomb
No need for counsel, I appreciate the time, I'm not alone
(Why don't you get my lawyer on the phone?)
There were days these child eyes
Would overlook the ugliness and fantasize
I found my heart for the first time and I awakened in me
I left myself to navigate and oh I felt control
(It seems these sheep have quite an appetite)

[Chorus 1]
Who is the crowd that peers through the cage
As we perform here upon the stage?

[Verse 2]
As the boy became a man
In came a calm sophistication I can hardly understand
So lost in ego, didn't notice when the time had slipped away
(Yeah, everybody's got a sob story)
Jesus Christ was born to die
Leave it to man to levitate his own to idolize
We're simply sociopaths with no communication, baby
I see your angle but we differ from our points of view
(So tell me, what's your cross to bear?)

[Chorus 2]
Who is the crowd that peers through the cage
As we perform here upon the stage?
Tell me a lie in a beautiful way
I believe in answers, just not today

[Bridge]
Hope my wheels don't abandon me now
Seein' that I'm out here alone
I'm runnin' out of fight
And the wind speaks a comforting voice
Guiding me to her arms
Mother, I'm alright
It took the birth of sin to snake-rattle the mind
Before a blow to the head
By the gavel of time to wake up
Won't you wake up?
When did the walking apes decide that nuclear war
Was now the only solution for them keeping the score?
Just wake up
Can't you wake up?
(You do know this is just a simulation, don’t you?)

[Chorus 2]
Who is the crowd that peers through the cage
As we perform here upon the stage?
Tell me a lie in a beautiful way
I believe in answers, just not today"
4XNITTunQqry5Zb8eEcdl7,0.0236,https://api.spotify.com/v1/audio-analysis/4XNITTunQqry5Zb8eEcdl7,0.445,349093,0.699,4XNITTunQqry5Zb8eEcdl7,0.59,2,0.147,-9.359,1,0.0406,160.095,4,https://api.spotify.com/v1/tracks/4XNITTunQqry5Zb8eEcdl7,audio_features,spotify:track:4XNITTunQqry5Zb8eEcdl7,0.358,Opeth,False,Sorceress,Top Tracks in Metal,34,19,,Opeth Sorceress,"I am a sinner and I worship evil
Blood is thinner but you will never know
Can you confess that you thrive in chaos?
You're a sorceress and your eye is on the lost

But you're dying
It's in your eyes

You're a charlatan, you get everything you wish
You're a harlot, carry poison in your kiss
Beg forgiveness with a dagger in your hand
Sow your death seed and reap the dying lands

But you're crying
It's only vice

Empty vessel
Drained of hope
And none the lesser at the end of
A rope
Have you ever hated like I?
Know I still awaited the absence of lies

Watch your eager tongue
Attack me from behind

Riddle whispers, bleak futile control
Like a twin sister adapting to a role
You're a murderer, bloodlust increase
You're a harvester, come close to spread disease

And you're hiding
I hear you cry"
34IXMh894lJKTX15xzT7oH,6.44e-06,https://api.spotify.com/v1/audio-analysis/34IXMh894lJKTX15xzT7oH,0.211,169292,0.961,34IXMh894lJKTX15xzT7oH,0.0223,3,0.0282,-5.28,1,0.0787,175.399,4,https://api.spotify.com/v1/tracks/34IXMh894lJKTX15xzT7oH,audio_features,spotify:track:34IXMh894lJKTX15xzT7oH,0.156,Obituary,False,Sentence Day,Top Tracks in Metal,0,20,,Obituary Sentence Day,"Counting the days
Blurred
Scared
Knifed
Right in my side
Killed
Burned
Destiny rise
Feared
Sewn
Sentence day

Killed
Scared
Burned
Skinned and wanting to die
Gone
Feared
Turned
Sentenced to death
Cold
Chained
Soon... sentence day

Killed
Burned
Scared
Knifed
Right in my back
Side
Cleaned
Death, it comes my way"
5hQfs9spSyXUavvPe7jmgn,0.000651,https://api.spotify.com/v1/audio-analysis/5hQfs9spSyXUavvPe7jmgn,0.487,161627,0.987,5hQfs9spSyXUavvPe7jmgn,0.0506,1,0.284,-4.71,1,0.0812,180.065,4,https://api.spotify.com/v1/tracks/5hQfs9spSyXUavvPe7jmgn,audio_features,spotify:track:5hQfs9spSyXUavvPe7jmgn,0.499,Hatebreed,True,Looking Down the Barrel of Today,Top Tracks in Metal,43,21,,Hatebreed Looking Down the Barrel of Today,"Once I set a shotgun to my head
They said I wasn't worth the bullets
Now the world is my trigger
And I'm here to fucking pull it

Once I set a shotgun to my head
They said I wasn't worth the bullets
Now the world is my trigger
And I'm here to fucking pull it

Still here! (STILL HERE!)
I can't hesitate
Eyes wide open pupils dilate
Still here! (RIGHT HERE!)
Set to detonate
I see the swarm the scavengers await

NO SLEEP! NO REST!
And that's what it takes to be the best
NO SLEEP! NO REST!
Must stay driven I can't relent

Once set a knife to my throat
They said I'd wind up in the dirt
I know the ones who doubt me
Are the ones that really hurt

Still here! (STILL HERE!)
I can't hesitate
Eyes wide open pupils dilate
Still here! (RIGHT HERE!)
Set to detonate
I see the swarm the scavengers await

NO SLEEP! NO REST!
And that's what it takes to be the best
NO SLEEP! NO REST!
Must stay driven I can't relent

Came from the gutter just missed the grave
No looking down the barrel of today
Start from nothing, stop at nothing, hell-bent
Never put myself in that position again

Now I'm looking down the barrel of today!

Once I set a shotgun to my head
They said I wasn't worth the bullets
Now the world is my trigger...
I fucking pull it!

Once I set a shotgun to my head
They said I wasn't worth the bullets
Now the world is my trigger
And I'm gonna fucking pull it

NO SLEEP! NO REST!
Muster what it takes to be the best
NO SLEEP! NO REST!
Do anything that it takes to be the best!"
4vWB3h09KFwuS62Ex7NllR,7.94e-06,https://api.spotify.com/v1/audio-analysis/4vWB3h09KFwuS62Ex7NllR,0.236,239696,0.981,4vWB3h09KFwuS62Ex7NllR,0.874,6,0.325,-2.635,1,0.299,160.114,4,https://api.spotify.com/v1/tracks/4vWB3h09KFwuS62Ex7NllR,audio_features,spotify:track:4vWB3h09KFwuS62Ex7NllR,0.134,Infant Annihilator,True,Soil the Stillborn,Top Tracks in Metal,44,22,https://p.scdn.co/mp3-preview/1f11e9278fad4eda8adb420070aed8ba109fca6e?cid=774b29d4f13844c495f206cafdad9c86,Infant Annihilator Soil the Stillborn,"Lifeless little creatures
Prepared for the priest
Torn from the womb then seduced and consumed
Soil the stillborn
Harvested for pleasure and greed
Puncture the lungs of every being
Under three years of age
Twisted experiments to separate souls from flesh in an effort to dine upon what the lord has blessed
Will find a way to rape your spirit and implant my seed
Deep in the ether I shall forge a paradise of death and despair
Gigantic monuments that touch the clouds deliciously depict
The paedophilic necrophilic lust to force myself
Inside fallen children
I am a divine
Child defiler
Incestuous preaching liar
I will define
Fear and all that is unholy
The nursery is dimly lit as I now lurk among the cribs
Medical charts like paper tombstones
The cradle calls me in
As I mount the bassinet my cock erupts insanity
My visions impure their infantile features beckon to me
As I thrust I feel the immature soul leave through me
I remove myself
Her dead flesh is still sweating as I dig out her
Infantile intestines
Paedophiles draped in holy robes
Stillborn child limp and broken
Men of christ believing prophecies from a book of lies

RAPE
RAPE

Unjustified mistreating
Relentless bleeding and anal seeping

RAPE

I feel the soul leave through me
Her dead flesh is still sweating
As I dig out her infantile intestines

Soil the Stillborn
Soil the Stillborn
Soil the Stillborn

Fucked in the name of God
The cradle rocks as the wood begins to splinter
I shove my cock
Into this newborn infant's sphincter

NEWBORN PORN"
1wpiJznxsgVPfWS8Qepxcj,0.00112,https://api.spotify.com/v1/audio-analysis/1wpiJznxsgVPfWS8Qepxcj,0.608,273520,0.922,1wpiJznxsgVPfWS8Qepxcj,0.000212,6,0.312,-5.524,0,0.0501,104.99,4,https://api.spotify.com/v1/tracks/1wpiJznxsgVPfWS8Qepxcj,audio_features,spotify:track:1wpiJznxsgVPfWS8Qepxcj,0.78,Battle Beast,False,King for a Day,Top Tracks in Metal,49,23,,Battle Beast King for a Day,"Welcome to the nightmare
Where villains wear the crowns
Fools rule a broken world
And fear grows all around
There's a bad king
A dreadful puppet on a string

He pretends to be a champion
Of the common man
Wants more division
In is lost and riven land
He plays with real lives
In the darkest game of life

His greedy eyes
Looks insane, frozen smile like he's in pain
He doesn't count
The human cost but only money made or lost

King for a day
He kills the truth and looks away
King for a day
Lives like the world would end today
King for a day
What do you hide, Why do you lie?

Who made the rules for this game
Who is paying your champagne?
All the mercy in the world
Cannot save you anymore
King for a day

He knows how to justify
And how to feed the myths
How to glorify
The lies and hide the truth
He talks a lot but
His mouth is full of empty words

He has the right friends
Making shady inside deals
Before the story ends
We will be out of tears
Fools give the answer
Wise men don't even try

The time has come
To dethrone him but there's a new clone
Stepping in
Just more scum
Another greedy, rotten puppet on a string

King for a day
He kills the truth and looks away
King for a day
Lives like the world would end today
King for a day
What do you hide, Why do you lie?

Who made the rules for this game
Who is paying your champagne?
All the mercy in the world
Cannot save you anymore
King for a day

I own the seas
I have the earth on its knees
Give me another day
And I'll take your future away
Jus vote for me again

King for a day
He kills the truth and looks away
King for a day
Lives like the world would end today
King for a day
What do you hide, Why do you lie?

Who made the rules for this game
Who is paying your champagne?
All the mercy in the world
Cannot save you anymore
King for a day"
7CZYDHHsicUlHIlwVVFXam,3.21e-05,https://api.spotify.com/v1/audio-analysis/7CZYDHHsicUlHIlwVVFXam,0.327,449787,0.98,7CZYDHHsicUlHIlwVVFXam,0.0152,4,0.0895,-4.436,0,0.0971,198.987,4,https://api.spotify.com/v1/tracks/7CZYDHHsicUlHIlwVVFXam,audio_features,spotify:track:7CZYDHHsicUlHIlwVVFXam,0.441,Overkill,True,"Mean, Green, Killing Machine",Top Tracks in Metal,5,24,,"Overkill Mean, Green, Killing Machine","Somewhere out where no one knows
Runs a cool evolution fight
Way out there where no one goes
And it's got to keep moving
Got to keep getting it right
Sphere's to the piston charged
Ombustable delight
The single minded supercharged
That' got to get moving
Got to keep getting it right

A call to arms
A call right through the dream
A call to action
Blow up the in between
Feed, feed your engine
Feed, feed your Wolverine
Feed, feed the tension
Mean green killing machine

C'mon, c'mon and say what my name is
Mean green killing machine

The clock, your only friend
As time leaves it's debris
Your soul is on the mend
But time is killing me

I gave you everything
But a machine
I'll always be

They got nothing more to add to the conversation
They drink gasoline from a dirty glass
They got nothing but a sad–sad situation
With nothing more to ad to the damnation
Nuts & bolts & screws with no social class
They got nothing but a sad–sad situation
It's a sad, sad, sad situation
Nuts & bolts & screws, balls of brass

If you're out where no one goes
Where no one cares to lie
Keep 'em open don't you blink
I'm talking 'bout, talking 'bout your eyes
It's faster than the speed of light
And sonically disguised
There comes the mean green motherfucker blazing 'cross the sky

A call to arms
A call right through the dream
A call to action
Blow up the in between
Feed, feed your engine
Feed, feed your Wolverine
Feed, feed the tension
Mean green killing machine
Killing machine
Killing machine
Mean green killing machine"
7h7ZpjPnPtT4aKQZ1ZNZX2,4.1e-06,https://api.spotify.com/v1/audio-analysis/7h7ZpjPnPtT4aKQZ1ZNZX2,0.264,274587,0.986,7h7ZpjPnPtT4aKQZ1ZNZX2,0.00624,11,0.0535,-5.059,1,0.102,106.161,4,https://api.spotify.com/v1/tracks/7h7ZpjPnPtT4aKQZ1ZNZX2,audio_features,spotify:track:7h7ZpjPnPtT4aKQZ1ZNZX2,0.223,Meshuggah,False,Born in Dissonance,Top Tracks in Metal,35,25,,Meshuggah Born in Dissonance,"We are origin
We are increate
You will see our coming for a thousand years
Every violent element incarnate
Made flesh and fused to one
